Umur,Jenis Kelamin,Wilayah,Tanggapan,cleaned_text,topic_id,topic_category,kategori_akhir
12 sampai 15 tahun,Perempuan,Tapsel,Saya mau Kembali lagi kerumah kami yang dulu dan keluar dari tenda supaya bisa Kembali ziarah ke makam nenek saya.,saya mau kembali lagi kerumah kami yang dulu dan keluar dari tenda supaya bisa kembali ziarah ke makam nenek saya,3,Deskripsi Umum Kondisi Banjir,Dampak Aktivitas Harian & Sekolah
12 sampai 15 tahun,Perempuan,Tapsel,"Setelah banjir saya melihat melihat rumah saya dan teman saya sudah tidak ada lagi, sudah hanyut dan terendam lumpur.",setelah banjir saya melihat melihat rumah saya dan teman saya sudah tidak ada lagi sudah hanyut dan terendam lumpur,3,Deskripsi Umum Kondisi Banjir,Kerusakan Lingkungan & Properti
12 sampai 15 tahun,Perempuan,Tapsel,"Setelah tidak banjir, saya mulai senang lagi karna saya sudah berkumpul dengan keluarga saya lagi.",setelah tidak banjir saya mulai senang lagi karna saya sudah berkumpul dengan keluarga saya lagi,3,Deskripsi Umum Kondisi Banjir,Dampak Aktivitas Harian & Sekolah
12 sampai 15 tahun,Perempuan,Tapsel,"Sesudah banjir saya sangat bersedih karna orang-orang banyak yang hanyut dan meninggal, termasuk rumah orang-orang, jadi kondisinya sangat berbeda.",sesudah banjir saya sangat bersedih karna orangorang banyak yang hanyut dan meninggal termasuk rumah orangorang jadi kondisinya sangat berbeda,3,Deskripsi Umum Kondisi Banjir,Kerusakan Lingkungan & Properti
12 sampai 15 tahun,Perempuan,Tapsel,Setelah banjir pinggangku sangat sakit karna banyak tokok kayu.,setelah banjir pinggangku sangat sakit karna banyak tokok kayu,0,Keluhan Kesehatan Fisik,
12 sampai 15 tahun,Perempuan,Tapsel,"Saat banjir dan setelahnya saya Kembali ke Garoga, saya lihat tidak ada lagi rumah kami, sudah hanyut semuanya. Saya juga ingat melihat ayah dan abang saya yang hanyut.",saat banjir dan setelahnya saya kembali ke garoga saya lihat tidak ada lagi rumah kami sudah hanyut semuanya saya juga ingat melihat ayah dan abang saya yang hanyut,3,Deskripsi Umum Kondisi Banjir,Kerusakan Lingkungan & Properti
12 sampai 15 tahun,Perempuan,Tapsel,Saya kangen mama sangat kangen mama (dibaca; mamanya hanyut meninggal),saya kangen mama sangat kangen mama dibaca mamanya hanyut meninggal,3,Deskripsi Umum Kondisi Banjir,Dampak Aktivitas Harian & Sekolah
12 sampai 15 tahun,Perempuan,Tapsel,"Saat banjir bandang, saya dan orangtua saya sangat takut karna air besar sekali.",saat banjir bandang saya dan orangtua saya sangat takut karna air besar sekali,3,Deskripsi Umum Kondisi Banjir,Kerusakan Lingkungan & Properti
12 sampai 15 tahun,Perempuan,Tapsel,"Sebelumnya desa yang sangat indah dan bersih, setelahnya tidak ada lagi kampung yang saya lihat setiap hari.",sebelumnya desa yang sangat indah dan bersih setelahnya tidak ada lagi kampung yang saya lihat setiap hari,3,Deskripsi Umum Kondisi Banjir,Kerusakan Lingkungan & Properti
12 sampai 15 tahun,Perempuan,Tapsel,Saya mendengar suara air dan kayu-kayu.,saya mendengar suara air dan kayukayu,3,Deskripsi Umum Kondisi Banjir,Trauma Suara & Penyelamatan Diri
12 sampai 15 tahun,Perempuan,Tapsel,Saya mendengar ada orang yang berantam dan ada sesuatu suara yang aneh.,saya mendengar ada orang yang berantam dan ada sesuatu suara yang aneh,3,Deskripsi Umum Kondisi Banjir,Dampak Aktivitas Harian & Sekolah
12 sampai 15 tahun,Perempuan,Tapsel,Saya dengar banyak cerita kalo banyak sekali yang hanyut.,saya dengar banyak cerita kalo banyak sekali yang hanyut,3,Deskripsi Umum Kondisi Banjir,Dampak Aktivitas Harian & Sekolah
12 sampai 15 tahun,Perempuan,Tapsel,Saya dengar bahwa nenek saya sudah gak ada dan mama saya belum ditemukan.,saya dengar bahwa nenek saya sudah gak ada dan mama saya belum ditemukan,3,Deskripsi Umum Kondisi Banjir,Dampak Aktivitas Harian & Sekolah
12 sampai 15 tahun,Perempuan,Tapsel,Saya mendengar dari orangtua dan saya dengar juga suara longsor.,saya mendengar dari orangtua dan saya dengar juga suara longsor,3,Deskripsi Umum Kondisi Banjir,Dampak Aktivitas Harian & Sekolah
12 sampai 15 tahun,Perempuan,Tapsel,Saya mendengar bahwa kayu-kayu yang hanyut dari PT. Sago.,saya mendengar bahwa kayukayu yang hanyut dari pt sago,3,Deskripsi Umum Kondisi Banjir,Dampak Aktivitas Harian & Sekolah
12 sampai 15 tahun,Perempuan,Tapsel,"Saya sering dengar suara anjing dan kucing, suara tanah dan suara anak-anak.",saya sering dengar suara anjing dan kucing suara tanah dan suara anakanak,3,Deskripsi Umum Kondisi Banjir,Dampak Aktivitas Harian & Sekolah
12 sampai 15 tahun,Perempuan,Tapsel,"Saya mau rumah saya cepat diperbaiki, supaya nyaman dan tidak gelisah lagi.",saya mau rumah saya cepat diperbaiki supaya nyaman dan tidak gelisah lagi,3,Deskripsi Umum Kondisi Banjir,Dampak Aktivitas Harian & Sekolah
12 sampai 15 tahun,Perempuan,Tapsel,"Saat ke puskesmas saya ketemu sama orang dan menceritakan yang saya alami, setiap ke puskesmas ketemu sama orang saya senang kalo bisa diajak main.",saat ke puskesmas saya ketemu sama orang dan menceritakan yang saya alami setiap ke puskesmas ketemu sama orang saya senang kalo bisa diajak main,3,Deskripsi Umum Kondisi Banjir,Dampak Aktivitas Harian & Sekolah
12 sampai 15 tahun,Perempuan,Tapsel,Saya mau rumah saya cepat diperbaiki agak saya dan keluarga saya bisa Kembali berkumpul.,saya mau rumah saya cepat diperbaiki agak saya dan keluarga saya bisa kembali berkumpul,3,Deskripsi Umum Kondisi Banjir,Dampak Aktivitas Harian & Sekolah
12 sampai 15 tahun,Perempuan,Tapsel,"Saya ingin makan buah, supaya tidak makan itu-itu saja.",saya ingin makan buah supaya tidak makan ituitu saja,0,Keluhan Kesehatan Fisik,
12 sampai 15 tahun,Perempuan,Tapsel,"Saya akan ceritakan ini kepada orangtua saya, pemerintah dan yang kasih kami bantuan.",saya akan ceritakan ini kepada orangtua saya pemerintah dan yang kasih kami bantuan,3,Deskripsi Umum Kondisi Banjir,Dampak Aktivitas Harian & Sekolah
12 sampai 15 tahun,Perempuan,Tapsel,Sering makan indomie,sering makan indomie,5,Kebutuhan Logistik & Konsumsi,
12 sampai 15 tahun,Perempuan,Tapsel,Makan ikan kaleng,makan ikan kaleng,5,Kebutuhan Logistik & Konsumsi,
12 sampai 15 tahun,Perempuan,Tapsel,"Makanan yang sama itu-itu saja, kaya indomie dan sayur.",makanan yang sama ituitu saja kaya indomie dan sayur,3,Deskripsi Umum Kondisi Banjir,Dampak Aktivitas Harian & Sekolah
12 sampai 15 tahun,Perempuan,Tapsel,Air putih,air putih,5,Kebutuhan Logistik & Konsumsi,
12 sampai 15 tahun,Perempuan,Tapsel,"Perasaaannya bosan, kadang kurang rasa juga, menunya juga itu-itu saja.",perasaaannya bosan kadang kurang rasa juga menunya juga ituitu saja,3,Deskripsi Umum Kondisi Banjir,Dampak Aktivitas Harian & Sekolah
12 sampai 15 tahun,Perempuan,Tapsel,Saya merasa pegal dan sakit,saya merasa pegal dan sakit,0,Keluhan Kesehatan Fisik,
12 sampai 15 tahun,Perempuan,Tapsel,Badan rasanya sakit semua dan pegal-pegal,badan rasanya sakit semua dan pegalpegal,0,Keluhan Kesehatan Fisik,
12 sampai 15 tahun,Perempuan,Tapsel,"Aku ingin sandaran ke orang, karna merasa sangat dan lelah dan sedih kehilangan.",aku ingin sandaran ke orang karna merasa sangat dan lelah dan sedih kehilangan,3,Deskripsi Umum Kondisi Banjir,Kerusakan Lingkungan & Properti
12 sampai 15 tahun,Perempuan,Tapsel,Sakit hati karna mengalami ini.,sakit hati karna mengalami ini,2,Dampak Psikososial & Trauma,
12 sampai 15 tahun,Perempuan,Tapsel,Menyakitkan kehilangan keluarga dan rumah,menyakitkan kehilangan keluarga dan rumah,3,Deskripsi Umum Kondisi Banjir,Trauma Suara & Penyelamatan Diri
12 sampai 15 tahun,Perempuan,Tapsel,"Saya merasa terpuruk, gak tenang dan selalu merasa sedih.",saya merasa terpuruk gak tenang dan selalu merasa sedih,0,Keluhan Kesehatan Fisik,
12 sampai 15 tahun,Perempuan,Tapsel,Saya merasa sakit dan berat,saya merasa sakit dan berat,0,Keluhan Kesehatan Fisik,
12 sampai 15 tahun,Perempuan,Tapsel,Saya sakit hati karna banyak kehilangan harta benda.,saya sakit hati karna banyak kehilangan harta benda,0,Keluhan Kesehatan Fisik,
12 sampai 15 tahun,Perempuan,Tapsel,Sakit hati dan sedih karna gak bisa ketemu dengan kampung halaman yang dulu.,sakit hati dan sedih karna gak bisa ketemu dengan kampung halaman yang dulu,3,Deskripsi Umum Kondisi Banjir,Dampak Aktivitas Harian & Sekolah
12 sampai 15 tahun,Perempuan,Tapsel,"Menyakitkan karna kehilangan keluarga, jadi sunyi.",menyakitkan karna kehilangan keluarga jadi sunyi,3,Deskripsi Umum Kondisi Banjir,Trauma Suara & Penyelamatan Diri
12 sampai 15 tahun,Perempuan,Tapsel,Sakit hati karna gak bisa ketemu ayah lagi di pemakaman saat bulan Ramadhan.,sakit hati karna gak bisa ketemu ayah lagi di pemakaman saat bulan ramadhan,3,Deskripsi Umum Kondisi Banjir,Dampak Aktivitas Harian & Sekolah
12 sampai 15 tahun,Perempuan,Tapsel,Setelah kena banjir pinggang saya sakit karna banyak kena tokok kayu.,setelah kena banjir pinggang saya sakit karna banyak kena tokok kayu,0,Keluhan Kesehatan Fisik,
12 sampai 15 tahun,Perempuan,Tapsel,"Sakit, pegal dan pernah sakit selama 1 minggu setelah banjir.",sakit pegal dan pernah sakit selama minggu setelah banjir,0,Keluhan Kesehatan Fisik,
12 sampai 15 tahun,Perempuan,Tapsel,"Sakit perut bekas operasi, kambuh lagi karna sempat naik turun setelah banjir, jadi sampai muntah.",sakit perut bekas operasi kambuh lagi karna sempat naik turun setelah banjir jadi sampai muntah,0,Keluhan Kesehatan Fisik,
12 sampai 15 tahun,Perempuan,Tapsel,"Sakit perut, panas, pegal sampai demam.",sakit perut panas pegal sampai demam,0,Keluhan Kesehatan Fisik,
12 sampai 15 tahun,Perempuan,Tapsel,Sering sakit perut karna kedinginan jadi masuk angin.,sering sakit perut karna kedinginan jadi masuk angin,0,Keluhan Kesehatan Fisik,
12 sampai 15 tahun,Perempuan,Tapsel,"Saya merasa mual, muntah, sakit perut dan sakit pinggang.",saya merasa mual muntah sakit perut dan sakit pinggang,0,Keluhan Kesehatan Fisik,
12 sampai 15 tahun,Perempuan,Tapsel,Saya suka sakit pinggang kalo jalan jauh.,saya suka sakit pinggang kalo jalan jauh,0,Keluhan Kesehatan Fisik,
12 sampai 15 tahun,Perempuan,Tapsel,Tangan pegal karna sering disuruh-suruh orangtua.,tangan pegal karna sering disuruhsuruh orangtua,0,Keluhan Kesehatan Fisik,
12 sampai 15 tahun,Perempuan,Tapsel,Tangan saya pegal karna sering bawa dan angkatair minum.,tangan saya pegal karna sering bawa dan angkatair minum,0,Keluhan Kesehatan Fisik,
12 sampai 15 tahun,Perempuan,Tapsel,Sakit pegal nahan untuk pegangan saat banjir,sakit pegal nahan untuk pegangan saat banjir,0,Keluhan Kesehatan Fisik,
12 sampai 15 tahun,Perempuan,Tapsel,"Sakit, pegal, nyeri",sakit pegal nyeri,2,Dampak Psikososial & Trauma,
12 sampai 15 tahun,Perempuan,Tapsel,Sakit karna harus banyak yang dikerjakan,sakit karna harus banyak yang dikerjakan,0,Keluhan Kesehatan Fisik,
12 sampai 15 tahun,Perempuan,Tapsel,Rasanya kram saat mencuci baju,rasanya kram saat mencuci baju,0,Keluhan Kesehatan Fisik,
12 sampai 15 tahun,Perempuan,Tapsel,"Setelah banjir saya tidak bisa gendong dan main sama adik saya lagi karna adik saya hanyut dan meninggal. Padahal sebelum banjir setiap hari tangan saya pegal gendong adik saya, main dan berantam bersama adik saya. Saya sedih sekali.",setelah banjir saya tidak bisa gendong dan main sama adik saya lagi karna adik saya hanyut dan meninggal padahal sebelum banjir setiap hari tangan saya pegal gendong adik saya main dan berantam bersama adik saya saya sedih sekali,3,Deskripsi Umum Kondisi Banjir,Kerusakan Lingkungan & Properti
12 sampai 15 tahun,Perempuan,Tapsel,Airnya tidak cocok jadi bikin gatal-gatal,airnya tidak cocok jadi bikin gatalgatal,3,Deskripsi Umum Kondisi Banjir,Trauma Suara & Penyelamatan Diri
12 sampai 15 tahun,Perempuan,Tapsel,"Kalo mandi agak jauh, jadi kaki pegal. Ambil nasi juga jauh dan disuruh-suruh orangtua.",kalo mandi agak jauh jadi kaki pegal ambil nasi juga jauh dan disuruhsuruh orangtua,3,Deskripsi Umum Kondisi Banjir,Dampak Aktivitas Harian & Sekolah
12 sampai 15 tahun,Perempuan,Tapsel,Saya jalan kemana aja yang penting bebas,saya jalan kemana aja yang penting bebas,3,Deskripsi Umum Kondisi Banjir,Dampak Aktivitas Harian & Sekolah
12 sampai 15 tahun,Perempuan,Tapsel,"Kalo mandi agak jauh, ambil nasi juga jauh.",kalo mandi agak jauh ambil nasi juga jauh,3,Deskripsi Umum Kondisi Banjir,Dampak Aktivitas Harian & Sekolah
12 sampai 15 tahun,Perempuan,Tapsel,"Sakit, pegal.",sakit pegal,2,Dampak Psikososial & Trauma,
12 sampai 15 tahun,Perempuan,Tapsel,"Rasanya masih sakit, karna jalan jauh dari setelah banjir.",rasanya masih sakit karna jalan jauh dari setelah banjir,0,Keluhan Kesehatan Fisik,
15 sampai 17 tahun,Perempuan,Tapteng,Setelah kejadian banjir saya merasakan atau berpikiran seperti apa nantinya jika sekolah saya berhenti dikarenakan bencana yang terjadi di wilayah kami. Saya merasa cemas akan kejadian yang menimpa tempat kami ini,setelah kejadian banjir saya merasakan atau berpikiran seperti apa nantinya jika sekolah saya berhenti dikarenakan bencana yang terjadi di wilayah kami saya merasa cemas akan kejadian yang menimpa tempat kami ini,3,Deskripsi Umum Kondisi Banjir,Kerusakan Lingkungan & Properti
15 sampai 17 tahun,Perempuan,Tapteng,"Saat banjir terjadi keadaan sekitar itu membuat sedih karena yang awalnya keadaanya baik pada saat banjir menerjang hati hancur, rumah yang tenggelam di banjir dan ladang orang-orang dengan wajah tegang dan panik, sorak sorai ketakutan yang terdengar tangisan plu orang-orang berharap datangnya orang-orang hebat untuk memberi sedikit harapan. Wajah sedh orang tua wajah lelah orang-orang sekitar mengingat yang biasanya pada saat saat itu orang sekitar melakukan kegiatan dengan wajah hangat bahkan kadang canda tawa yang mengiri saat itu semuanya hanya memiliki harapan pada sang pecipta",saat banjir terjadi keadaan sekitar itu membuat sedih karena yang awalnya keadaanya baik pada saat banjir menerjang hati hancur rumah yang tenggelam di banjir dan ladang orangorang dengan wajah tegang dan panik sorak sorai ketakutan yang terdengar tangisan plu orangorang berharap datangnya orangorang hebat untuk memberi sedikit harapan wajah sedh orang tua wajah lelah orangorang sekitar mengingat yang biasanya pada saat saat itu orang sekitar melakukan kegiatan dengan wajah hangat bahkan kadang canda tawa yang mengiri saat itu semuanya hanya memiliki harapan pada sang pecipta,3,Deskripsi Umum Kondisi Banjir,Kerusakan Lingkungan & Properti
15 sampai 17 tahun,Perempuan,Tapteng,"Pikiran betul-betul campur aduk rasanya pikaran berat, seperti pikiran gimana rumahnya yang sudah dibawak banjir, mau tidur dimana, baju semuanya pada basah, orang tua gimana, orang-orang gimana, mau sekolah gimana. Setalah saat ini? Aku bersyukur pada Tuhan hingga saat ini masih sehat, kuat dan merasa lebih baik.",pikiran betulbetul campur aduk rasanya pikaran berat seperti pikiran gimana rumahnya yang sudah dibawak banjir mau tidur dimana baju semuanya pada basah orang tua gimana orangorang gimana mau sekolah gimana setalah saat ini aku bersyukur pada tuhan hingga saat ini masih sehat kuat dan merasa lebih baik,3,Deskripsi Umum Kondisi Banjir,Kerusakan Lingkungan & Properti
15 sampai 17 tahun,Perempuan,Tapteng,"Disaat terjadinya bencana saya merasa sedih, takut dan cemas tepat pada tanggal 25 november 2025 kami sangat membutuhkan beras, karena tidak sempat  membawa beras yang sudah teredam dirumah karena banjir bandang surut selama 4 hari. Setelah surut kami sangat capek membershkan lumpur yang setinggi paha selama 3 minggu baru bersh.",disaat terjadinya bencana saya merasa sedih takut dan cemas tepat pada tanggal november kami sangat membutuhkan beras karena tidak sempat membawa beras yang sudah teredam dirumah karena banjir bandang surut selama hari setelah surut kami sangat capek membershkan lumpur yang setinggi paha selama minggu baru bersh,3,Deskripsi Umum Kondisi Banjir,Kerusakan Lingkungan & Properti
15 sampai 17 tahun,Perempuan,Tapteng,Saya merasakan pasca bencana banjr keadaan ekonommi/ keuangan keluarga kami menjadi terhambat karena akses jalan tertutup di daerah anggoli kami sekeluarga sudah pasrah ada pun bantuan itulah yang kami cukup-cukupkan untuk bertahan hidup.,saya merasakan pasca bencana banjr keadaan ekonommi keuangan keluarga kami menjadi terhambat karena akses jalan tertutup di daerah anggoli kami sekeluarga sudah pasrah ada pun bantuan itulah yang kami cukupcukupkan untuk bertahan hidup,3,Deskripsi Umum Kondisi Banjir,Kerusakan Lingkungan & Properti
15 sampai 17 tahun,Perempuan,Tapteng,Saat banjir terjadi yang saya rasakan adalah rasa ketakutan dan kegelisahaan dan sampai saat ini masih ada ketakutan tentang banjir bandang terjadi.,saat banjir terjadi yang saya rasakan adalah rasa ketakutan dan kegelisahaan dan sampai saat ini masih ada ketakutan tentang banjir bandang terjadi,3,Deskripsi Umum Kondisi Banjir,Kerusakan Lingkungan & Properti
15 sampai 17 tahun,Perempuan,Tapteng,"Perasaan saya saat banjir terjadi adalah cemas, takut, khawatir, gelisah, sedih dan bngung.",perasaan saya saat banjir terjadi adalah cemas takut khawatir gelisah sedih dan bngung,3,Deskripsi Umum Kondisi Banjir,Kerusakan Lingkungan & Properti
15 sampai 17 tahun,Perempuan,Tapteng,Ekonomi orang tua menurun selama bencana.,ekonomi orang tua menurun selama bencana,3,Deskripsi Umum Kondisi Banjir,Trauma Suara & Penyelamatan Diri
15 sampai 17 tahun,Perempuan,Tapteng,Bahan makanan susah dan semua pada mahal-mahal,bahan makanan susah dan semua pada mahalmahal,3,Deskripsi Umum Kondisi Banjir,Dampak Aktivitas Harian & Sekolah
15 sampai 17 tahun,Perempuan,Tapteng,"Perasaan saya saat banjir sedang awal banjir, saya merasa cemas dan takut karena genangan air yang hampir malam kian tinggi bercampur dengan gelondongan kayu-kayu kecil dan sedang yang datang dari belakang rumah ditambah dengan campuran air dan lumpur.",perasaan saya saat banjir sedang awal banjir saya merasa cemas dan takut karena genangan air yang hampir malam kian tinggi bercampur dengan gelondongan kayukayu kecil dan sedang yang datang dari belakang rumah ditambah dengan campuran air dan lumpur,3,Deskripsi Umum Kondisi Banjir,Kerusakan Lingkungan & Properti
15 sampai 17 tahun,Perempuan,Tapteng,Semenjak bencana kebun nenek saya rusak dan tumbang(sawitnya) dan saat itu saya sedih karena harapan satu-satunya kebun sawt itulah untuk melanjutkan pendidikan saya dan akhirnya saya tidak lanjut kuliah.,semenjak bencana kebun nenek saya rusak dan tumbangsawitnya dan saat itu saya sedih karena harapan satusatunya kebun sawt itulah untuk melanjutkan pendidikan saya dan akhirnya saya tidak lanjut kuliah,3,Deskripsi Umum Kondisi Banjir,Kerusakan Lingkungan & Properti
15 sampai 17 tahun,Perempuan,Tapteng,"Pada saat banjir, saya sangat sedih, gelisah, dan ketakutan karena saya sangat merasakan dampak dari bencana banjir karena posisinya saya dengan keluarga telah terkepung banjir tersebut dan menyebabkan rumah saya hanyut dan seluruh isinya.",pada saat banjir saya sangat sedih gelisah dan ketakutan karena saya sangat merasakan dampak dari bencana banjir karena posisinya saya dengan keluarga telah terkepung banjir tersebut dan menyebabkan rumah saya hanyut dan seluruh isinya,3,Deskripsi Umum Kondisi Banjir,Kerusakan Lingkungan & Properti
15 sampai 17 tahun,Perempuan,Tapteng,Setelah banjir saya gelisah memikirkan keluarga yang terkena longsor dan tidak punya tempat tinggal lagi.,setelah banjir saya gelisah memikirkan keluarga yang terkena longsor dan tidak punya tempat tinggal lagi,3,Deskripsi Umum Kondisi Banjir,Kerusakan Lingkungan & Properti
15 sampai 17 tahun,Perempuan,Tapteng,"Saat banjir datang banyak genangan air, banyak yang merenggut nyawa, melihat banyaknya lumpur dan pohon-pohon tumbang",saat banjir datang banyak genangan air banyak yang merenggut nyawa melihat banyaknya lumpur dan pohonpohon tumbang,3,Deskripsi Umum Kondisi Banjir,Kerusakan Lingkungan & Properti
15 sampai 17 tahun,Perempuan,Tapteng,"Dari lingkungan yang banyaknya pohon dan tanaman kini mati karena bencana. Tapi semua yang saya lhat adalah bahwa kita jangan lagi mengotori lngkungan, karena sudah cukuplah bencana banjr yang melanda cinta lingkungan sehat.",dari lingkungan yang banyaknya pohon dan tanaman kini mati karena bencana tapi semua yang saya lhat adalah bahwa kita jangan lagi mengotori lngkungan karena sudah cukuplah bencana banjr yang melanda cinta lingkungan sehat,3,Deskripsi Umum Kondisi Banjir,Kerusakan Lingkungan & Properti
15 sampai 17 tahun,Perempuan,Tapteng,"Yang berubah saya lihat yaitu dulunya kami memiliki tempat tinggal sendiri, dan sekarang telah tidak ada lag, dan yang dulunya kami bisa sekolah disekolah yang layak, tapi sekarang menjadi belajar di posko.",yang berubah saya lihat yaitu dulunya kami memiliki tempat tinggal sendiri dan sekarang telah tidak ada lag dan yang dulunya kami bisa sekolah disekolah yang layak tapi sekarang menjadi belajar di posko,3,Deskripsi Umum Kondisi Banjir,Dampak Aktivitas Harian & Sekolah
15 sampai 17 tahun,Perempuan,Tapteng,"Melhat orang disekitar hampir seperti kehilangan harapan situas yang tegang, tanah yang biasanya saat pagi terada lembab, saat itu di penuh air kotor barang-barang yang terbawa arus banjir, orang-orang dewasa yang berusaha melawan arus demi sedikit harapan, sedikit demi sedikit, satu persatu tempat yang awalnya untuk berteduh, tempat yang awalnya terasa nyaman terpaksa ditinggal sementara hanya untuk keselamatan setelah arus itu membawa segala yang tidak seharusnya ia bawa, di penuhi dengan tatapan penuh rasa gelisah, bagaimana keadaan selanjutnya akan dilalui, jika tempat sudah tidak seperti biasanya dinding yang sudah penuh dengan lumpur lantai yang licin dan kotor harapan itu hanya sedikit.",melhat orang disekitar hampir seperti kehilangan harapan situas yang tegang tanah yang biasanya saat pagi terada lembab saat itu di penuh air kotor barangbarang yang terbawa arus banjir orangorang dewasa yang berusaha melawan arus demi sedikit harapan sedikit demi sedikit satu persatu tempat yang awalnya untuk berteduh tempat yang awalnya terasa nyaman terpaksa ditinggal sementara hanya untuk keselamatan setelah arus itu membawa segala yang tidak seharusnya ia bawa di penuhi dengan tatapan penuh rasa gelisah bagaimana keadaan selanjutnya akan dilalui jika tempat sudah tidak seperti biasanya dinding yang sudah penuh dengan lumpur lantai yang licin dan kotor harapan itu hanya sedikit,3,Deskripsi Umum Kondisi Banjir,Kerusakan Lingkungan & Properti
15 sampai 17 tahun,Perempuan,Tapteng,Kondisi lingkungan yang dipenuhi pasir dan lumpur disepanjang jalan maupun rumah setelah sebelumnya sangat bersih tanpa adanya pasir dan lumpur,kondisi lingkungan yang dipenuhi pasir dan lumpur disepanjang jalan maupun rumah setelah sebelumnya sangat bersih tanpa adanya pasir dan lumpur,3,Deskripsi Umum Kondisi Banjir,Kerusakan Lingkungan & Properti
15 sampai 17 tahun,Perempuan,Tapteng,"Setelah banjir bandang terjadi sangat banyak yang berubah banyak rumah yang hancur termaksud sekolah kami yang hancur jadi kami sekolah pun sangat darurat sekali, orang-orang yang kehilangan rumahnya harus rela mengungsi diposko pengungsi.",setelah banjir bandang terjadi sangat banyak yang berubah banyak rumah yang hancur termaksud sekolah kami yang hancur jadi kami sekolah pun sangat darurat sekali orangorang yang kehilangan rumahnya harus rela mengungsi diposko pengungsi,3,Deskripsi Umum Kondisi Banjir,Kerusakan Lingkungan & Properti
15 sampai 17 tahun,Perempuan,Tapteng,Sesudah banjir saya melihat lngkungan saya semakin kotor dan sampah ada dimana-mana.,sesudah banjir saya melihat lngkungan saya semakin kotor dan sampah ada dimanamana,3,Deskripsi Umum Kondisi Banjir,Kerusakan Lingkungan & Properti
15 sampai 17 tahun,Perempuan,Tapteng,"Ketika banjir terjadi perubahan yang terjadi antara lain, keadaan sekitar yang sudah hancur, bangunan yang bagus jadi jelek, pepohonann bertumbangan, air jernih menjadi jorok, dan perumahan yang roboh dan hancur",ketika banjir terjadi perubahan yang terjadi antara lain keadaan sekitar yang sudah hancur bangunan yang bagus jadi jelek pepohonann bertumbangan air jernih menjadi jorok dan perumahan yang roboh dan hancur,3,Deskripsi Umum Kondisi Banjir,Kerusakan Lingkungan & Properti
15 sampai 17 tahun,Perempuan,Tapteng,"Dari sebelum terjadinya banjir yang berubah yaitu, tempat yang dulunya ndah, berkumpul bersama, kami tidak ada lagi karena habis di terjang oelh arus banjir yang kuat yang menyebabkan tempat lain rusak parah.",dari sebelum terjadinya banjir yang berubah yaitu tempat yang dulunya ndah berkumpul bersama kami tidak ada lagi karena habis di terjang oelh arus banjir yang kuat yang menyebabkan tempat lain rusak parah,3,Deskripsi Umum Kondisi Banjir,Kerusakan Lingkungan & Properti
15 sampai 17 tahun,Perempuan,Tapteng,Dulu desa kami sangat indah pemandangan yang bagus tetapi sekarang semuanya hancur total akibat diterjang banjir bandang,dulu desa kami sangat indah pemandangan yang bagus tetapi sekarang semuanya hancur total akibat diterjang banjir bandang,3,Deskripsi Umum Kondisi Banjir,Kerusakan Lingkungan & Properti
15 sampai 17 tahun,Perempuan,Tapteng,"Sesudah terjadi banjir dibeberapa bulan yang lalu yaitu, banyak rumah saudara yang rusak karena banjir dan karena pohon-pohon yang tumbang akibat longsor.",sesudah terjadi banjir dibeberapa bulan yang lalu yaitu banyak rumah saudara yang rusak karena banjir dan karena pohonpohon yang tumbang akibat longsor,3,Deskripsi Umum Kondisi Banjir,Kerusakan Lingkungan & Properti
15 sampai 17 tahun,Perempuan,Tapteng,Saya melihat orangtua jadi susah mencari pekerjaan dan tempat-tempat sekitar pada rusak akibat banjir,saya melihat orangtua jadi susah mencari pekerjaan dan tempattempat sekitar pada rusak akibat banjir,3,Deskripsi Umum Kondisi Banjir,Kerusakan Lingkungan & Properti
15 sampai 17 tahun,Perempuan,Tapteng,"Saya melhat perubahaan yang ada di lingkungan seperti adanya kegiatan atau kebersamaan antara sesama, saling membantu dalam keadaan susah dan bisa bertemu lagi dengan teman-teman dan keluarga dalam keadaan sehat.",saya melhat perubahaan yang ada di lingkungan seperti adanya kegiatan atau kebersamaan antara sesama saling membantu dalam keadaan susah dan bisa bertemu lagi dengan temanteman dan keluarga dalam keadaan sehat,3,Deskripsi Umum Kondisi Banjir,Dampak Aktivitas Harian & Sekolah
15 sampai 17 tahun,Perempuan,Tapteng,Yang saya dengar terjadi pada saat bencana ada beberapa saudara yang menjadi korban jiwa akibat terjadinya longsor,yang saya dengar terjadi pada saat bencana ada beberapa saudara yang menjadi korban jiwa akibat terjadinya longsor,3,Deskripsi Umum Kondisi Banjir,Kerusakan Lingkungan & Properti
15 sampai 17 tahun,Perempuan,Tapteng,"Saya dengar tentang mikirkan tempat tinggal untuk bernaung, karena rumah kami telah hancur dengan adanya bencana",saya dengar tentang mikirkan tempat tinggal untuk bernaung karena rumah kami telah hancur dengan adanya bencana,3,Deskripsi Umum Kondisi Banjir,Kerusakan Lingkungan & Properti
15 sampai 17 tahun,Perempuan,Tapteng,Saya dengar setelah bencana ini adalah adanya keluarga yang kehilangan rumah dan juga banyaknya korban jiwa di berbagai tempat atau daerah,saya dengar setelah bencana ini adalah adanya keluarga yang kehilangan rumah dan juga banyaknya korban jiwa di berbagai tempat atau daerah,3,Deskripsi Umum Kondisi Banjir,Kerusakan Lingkungan & Properti
